id,id_kel,ID_KEL.1,Nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,GID_2,GID_4,Demand,Wasted,Local_stock,Inflow,Outflow2,tanggal,bulan
4474,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1674,1,1634,36,3,18/09/2021,September
4475,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1657,7,1613,33,4,19/08/2021,August
4476,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1674,1,1634,36,3,19/09/2021,September
4477,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1658,8,1613,33,4,20/08/2021,August
4478,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1674,0,1635,36,3,20/09/2021,September
4479,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1659,8,1614,33,4,21/08/2021,August
4480,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1674,0,1636,36,2,21/09/2021,September
4481,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1660,6,1616,33,5,22/08/2021,August
4482,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1675,0,1637,36,2,22/09/2021,September
4483,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1660,5,1618,33,4,23/08/2021,August
4484,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1675,0,1637,36,2,23/09/2021,September
4485,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1661,5,1618,33,5,24/08/2021,August
4486,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1675,0,1639,36,0,24/09/2021,September
4487,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1662,3,1621,33,5,25/08/2021,August
4488,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1675,0,1639,36,0,25/09/2021,September
4489,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1664,3,1624,33,4,26/08/2021,August
4490,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1675,0,1639,36,0,26/09/2021,September
4491,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1666,4,1624,33,5,27/08/2021,August
4492,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1675,0,1639,36,0,27/09/2021,September
4493,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1666,4,1624,33,5,28/08/2021,August
4494,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1675,0,1639,36,0,28/09/2021,September
4495,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1666,3,1625,33,5,29/08/2021,August
4496,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1675,0,1639,36,0,29/09/2021,September
4497,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1666,3,1625,33,5,30/08/2021,August
4498,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1675,0,1639,36,0,30/09/2021,September
4499,76,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,Jatinegara Kaum,IDN.7.4_1,IDN.7.4.10.3_1,1666,3,1625,33,5,31/08/2021,August
4500,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3349,6,3287,53,3,01/09/2021,September
4501,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3290,30,3182,47,31,02/08/2021,August
4502,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3349,6,3287,53,3,02/09/2021,September
4503,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3296,27,3195,49,25,03/08/2021,August
4504,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3351,6,3287,53,5,03/09/2021,September
4505,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3298,19,3214,50,15,04/08/2021,August
4506,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3351,6,3288,53,4,04/09/2021,September
4507,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3303,13,3223,51,16,05/08/2021,August
4508,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3351,6,3288,53,4,05/09/2021,September
4509,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3311,13,3235,51,12,06/08/2021,August
4510,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3351,5,3290,53,3,06/09/2021,September
4511,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3314,13,3242,51,8,07/08/2021,August
4512,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3351,5,3290,53,3,07/09/2021,September
4513,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3318,13,3246,51,8,08/08/2021,August
4514,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3351,5,3290,53,3,08/09/2021,September
4515,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3321,13,3249,51,8,09/08/2021,August
4516,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,5,3292,53,3,09/09/2021,September
4517,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3325,14,3250,51,10,10/08/2021,August
4518,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,5,3292,53,3,10/09/2021,September
4519,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3327,13,3253,51,10,11/08/2021,August
4520,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,5,3292,53,3,11/09/2021,September
4521,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3328,11,3257,52,8,12/08/2021,August
4522,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,5,3293,53,2,12/09/2021,September
4523,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3328,11,3259,52,6,13/08/2021,August
4524,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,3,3295,53,2,13/09/2021,September
4525,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3330,8,3263,52,7,14/08/2021,August
4526,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,2,3296,53,2,14/09/2021,September
4527,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3334,7,3266,52,9,15/08/2021,August
4528,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,2,3298,53,0,15/09/2021,September
4529,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3336,8,3269,52,7,16/08/2021,August
4530,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,2,3298,53,0,16/09/2021,September
4531,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3338,9,3270,52,7,17/08/2021,August
4532,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,2,3298,53,0,17/09/2021,September
4533,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3338,9,3270,52,7,18/08/2021,August
4534,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,2,3298,53,0,18/09/2021,September
4535,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3338,6,3275,53,4,19/08/2021,August
4536,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,2,3298,53,0,19/09/2021,September
4537,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3338,6,3275,53,4,20/08/2021,August
4538,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,2,3298,53,0,20/09/2021,September
4539,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3338,5,3276,53,4,21/08/2021,August
4540,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,1,3299,53,0,21/09/2021,September
4541,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3338,5,3276,53,4,22/08/2021,August
4542,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,0,3300,53,0,22/09/2021,September
4543,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3338,5,3276,53,4,23/08/2021,August
4544,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,0,3300,53,0,23/09/2021,September
4545,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3339,5,3276,53,5,24/08/2021,August
4546,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,0,3300,53,0,24/09/2021,September
4547,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3342,5,3281,53,3,25/08/2021,August
4548,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,0,3300,53,0,25/09/2021,September
4549,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3342,4,3282,53,3,26/08/2021,August
4550,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,0,3300,53,0,26/09/2021,September
4551,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3344,5,3283,53,3,27/08/2021,August
4552,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,0,3300,53,0,27/09/2021,September
4553,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3344,3,3285,53,3,28/08/2021,August
4554,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3353,0,3300,53,0,28/09/2021,September
4555,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3344,3,3286,53,2,29/08/2021,August
4556,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3354,1,3300,53,0,29/09/2021,September
4557,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3344,3,3286,53,2,30/08/2021,August
4558,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3354,1,3300,53,0,30/09/2021,September
4559,77,3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar,IDN.7.1_1,IDN.7.1.2.2_1,3345,3,3286,53,3,31/08/2021,August
4560,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3213,2,3158,40,13,01/09/2021,September
4561,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3134,36,3046,35,17,02/08/2021,August
4562,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3214,3,3162,40,9,02/09/2021,September
4563,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3142,32,3057,35,18,03/08/2021,August
4564,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3214,3,3165,40,6,03/09/2021,September
4565,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3144,25,3067,35,17,04/08/2021,August
4566,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3214,3,3167,40,4,04/09/2021,September
4567,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3148,19,3074,35,20,05/08/2021,August
4568,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3214,3,3167,40,4,05/09/2021,September
4569,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3153,11,3087,36,19,06/08/2021,August
4570,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3214,3,3168,40,3,06/09/2021,September
4571,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3156,10,3100,36,10,07/08/2021,August
4572,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3214,3,3170,40,1,07/09/2021,September
4573,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3162,12,3104,36,10,08/08/2021,August
4574,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3218,3,3170,40,5,08/09/2021,September
4575,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3164,10,3106,36,12,09/08/2021,August
4576,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3218,3,3170,40,5,09/09/2021,September
4577,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3168,10,3110,36,12,10/08/2021,August
4578,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3218,3,3170,40,5,10/09/2021,September
4579,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3179,14,3116,37,12,11/08/2021,August
4580,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,3,3172,40,4,11/09/2021,September
4581,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3182,13,3120,37,12,12/08/2021,August
4582,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,3,3172,40,4,12/09/2021,September
4583,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3183,11,3124,37,11,13/08/2021,August
4584,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,2,3173,40,4,13/09/2021,September
4585,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3186,11,3125,38,12,14/08/2021,August
4586,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,1,3174,40,4,14/09/2021,September
4587,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3190,12,3126,38,14,15/08/2021,August
4588,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,1,3174,40,4,15/09/2021,September
4589,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3191,12,3128,39,12,16/08/2021,August
4590,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,1,3174,40,4,16/09/2021,September
4591,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3191,9,3132,39,11,17/08/2021,August
4592,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,1,3174,40,4,17/09/2021,September
4593,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3196,12,3134,40,10,18/08/2021,August
4594,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,1,3174,40,4,18/09/2021,September
4595,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3197,12,3135,40,10,19/08/2021,August
4596,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,1,3174,40,4,19/09/2021,September
4597,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3200,13,3136,40,11,20/08/2021,August
4598,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,1,3175,40,3,20/09/2021,September
4599,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3205,12,3139,40,14,21/08/2021,August
4600,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,1,3178,40,0,21/09/2021,September
4601,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3205,8,3143,40,14,22/08/2021,August
4602,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,1,3178,40,0,22/09/2021,September
4603,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3207,7,3146,40,14,23/08/2021,August
4604,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3219,0,3179,40,0,23/09/2021,September
4605,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3207,6,3147,40,14,24/08/2021,August
4606,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3220,0,3179,40,1,24/09/2021,September
4607,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3208,6,3149,40,13,25/08/2021,August
4608,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3220,0,3179,40,1,25/09/2021,September
4609,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3210,5,3151,40,14,26/08/2021,August
4610,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3220,0,3179,40,1,26/09/2021,September
4611,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3210,5,3151,40,14,27/08/2021,August
4612,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3220,0,3179,40,1,27/09/2021,September
4613,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3210,5,3151,40,14,28/08/2021,August
4614,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3220,0,3179,40,1,28/09/2021,September
4615,78,3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,Jelambar Baru,IDN.7.1_1,IDN.7.1.2.3_1,3211,2,3155,40,14,29/08/2021,August
